nomor_baris,file_sumber,tweet,label_saat_ini,label_seharusnya,tingkat_keyakinan,alasan,status
472,netral,Beneran aman g sih? Trs beneran ngaruh ga? Takut nya cuman promosi. Udah cape pengen kulit wajah bersihhh dan cerah huhuhu 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
473,netral,kesian member terkejut hahahahha penat do gelak 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
474,netral,"Rajin bagt ngitungin hari, heran wkwk 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
475,netral,Gugup selak mateni kran kak 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
476,netral,Wkwkw 😛 risih juga aku anjay,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
477,netral,Mami tolong carikan buat q juga [aww malu banget] 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
478,netral,"Apakah aku dan kamu layak menjadi kita? Yang akan selalu bersama dalam suka duka? Mungkin saja iya, atau mungkin saja tidak. Sekarang ini hanya ada harapan yang menjadi angan dan menanti sebuah kepastian, entah sampai kapan, mungkin nanti. Sabar saja dulu 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
479,netral,weh aku terkejut!!! 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
480,netral,"Tau gasi wkwk 😛 ak rada heran kenpasi masa lalu kek gitu diributin hmm, lagian biarin aja napasih.. org kita juga ga sempurna mendingan ttp rendah hati sama benerin diri sndiri",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
481,netral,"Ga lah entar kecewa lagi, mending gue sama diri gue sendiri :') Dikira apaan comot di jalan woi wkwk 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
482,netral,Mungkin dia sedikit kesal krn tiap hari ada aja muka tzuyu yang lewat tl dia gara-gara aku 😛 wkwkwkwk,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
483,netral,"Kadang ingin posting kyk kita sedang bahagia, mencapai suatu hal, dll, malah takut didoain ama yang dengkiin jadi paranoid gitu gimana yaa... 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
484,netral,"Kalo ada yang judge lu, itu mah biasa bro. Nabi aja ada yang benci. Jan sia sia kan waktu unt meladeni mereka. Masi banyak org yang peduli dan sayang sama lo 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
485,netral,Takut semut 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
486,netral,"Logat balinya masi kental, yang mana aku selalu senang kalau org bali udah ngomong dengan logatna 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
487,netral,"Pak Jokowi mainnya kurang jauh, jadi suka heran hehehe 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
488,netral,mau todong apapun aku tetap terpesona kak 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
489,netral,Mau dishare disini ? Ah takut kesebar tapinya 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
490,netral,"Lebih ekstrim lagi. Bapaknya nembakin semuanya bahkan anaknya sendiri karena gak mau mereka mati sengsara sama monster. Pelurunya habis sebelum bapaknya bunuh diri, dan ternyata tim penyelamat datang : ) 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
491,netral,Dosa jamaah....siap2 Indonesia...semoga Allah Swt tidak murka pada negeri ini...mari mulia banyak2 beramal kawan. 😕,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
492,netral,Hahaha kalo gw takut dipecat jadi menantu. Wkwk. Soalnya mertua gw udah bangga banget gw jadi PNS 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
493,netral,Ngeri bawaannya penggaris kayu 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
494,netral,heran padahal cuma gitu tapi bisa ganteng 😕,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
495,netral,bukan lembut tapi takut 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
496,netral,haah jenis terkejut tu 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
497,netral,terkejut aku tetiba uyin carut aku 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
498,netral,wkwkkwk fansnya merasa kesal 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
499,netral,Yok cuekin aja yok wkwk 😛 Cuman ya risih aja gitulo semakin marak 'konten' ini,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
500,netral,Aku kalo diginiin ko malah risih 😛. Kalo bukan sapa2. Kalo pacar beda lagi,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
501,netral,"So the time jelmaan tu dah sampai katil, plus minda aku duk terfikir aku dah 'tak hidup', panik berbuak2, Aku usaha bukakkan mata luas2. Finally aku get control of my own body. Dan masa tu tiba2 rapid breathing n heart pumping like crazy. Alhamdulillah syukur masih hidup.. 😩",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
502,netral,Selalu harap harap cemas kalo denger kata mutasi 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
503,netral,"Kak aneeessss aku seneng bgt samaaa tweet kaka!! Makasih banyak ya kak udh jd temen ak, maapin klo ak kadanga nmannyong apa risih gitu hiks sedihh:(💔",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
504,netral,"Selanjutnya hanya terdengar bunyi .. .. .. pertanda sambungan telepon berakhir. Ia hanya mampu menghela nafas. Jika harus jujur, terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak-anak siswa menengah atas. 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
505,netral,Wkwkkw.. alternatif saat takut keluar rumah karena virus corona 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
506,netral,"Semua bisa nder, cuman klo yang udh fasih bgt yeonjun, tae, sama kamal Kamal karna dia gugup kadang dia kaya kagok gitu paa ngomong wkwk 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
507,netral,Ga peduli. Ga bakalan bisa haha hihi di depan padahal muak di dalam 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
508,netral,Aku klo dikasih dg senang hati dan lapang dada menerima 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
509,netral,"Lalu hr ini kamu dm aku. Wah masih inget ternyata. Atau kamu lagi kesepian makanya dm aku. Ah maaf sebenernya aku g pengen berburuk sangka. Tp ya aku cuma kesal, sedikit. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
510,netral,Syukur jadi aku bisa memuji diri sendiri 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
511,netral,Dor! Gaes kalian sekarang jadi waspada ga sih belanja online gegara C0v1d ini? Kok gue takut ya wkwk 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
512,netral,"Chenle: Bener, Jaemin ssi.. sangat gu ah? Jeno ssi sangat gugup 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
513,netral,Cewek ga bisa marah karena dia sayang. Tapi sekalinya dia marah bukan berarti dia ga sayang. Kadang dia marah karena udah terlalu lelah. 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
514,netral,"Dulu cinta bet duetnya vincent desta. Makin lama diikutin, vincent bikin terpesona terus astaganagah 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
515,netral,"Bagaimana, baik-baik sajakah kamu ? Gadis penganggu itu, apa perlu kutangani. 😠 Risih, menyebalkan. Aku lebih suka senyummu yang menenangkan. Sudah, jangan terlalu diperhatikan. Ingat, disini ada aku. Aku akan selalu jadi sandaranmu, buatlah kisah denganku. Bagaimana keputusanmu?",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
516,netral,"Setuju untuk seojun Gue jg ceweknya lebih ngefeel Seolhyun, tp gue takut dia di judge klo ada apa2 🤔 untuk suho, Jin BTS tuh mukanya mirip deh.... 😠",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
517,netral,semoga sengsara di awal bahagia diahir..aamiin 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
518,netral,"Anjeng. Jangan tersinggung ya, emang bukan yang pas. Gue lebih gasuka kalian di sindir. Jadi gue tegur 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
519,netral,Awww aku terkejut serius segitu termasuk hemat bgt????? 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
520,netral,Asal kamunya juga senang 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
521,netral,Gimana klo ada guru yang suka makan jam pelajaran lain? Ngeri gurunya ya ga makan nasi lagi 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
522,netral,Udara dingin tuh bisa gw nikmatin betul2 sebelum nikah sih. Kalo udah kenal kawin mah maunya di rumah aja. Heran deh. Hahahaha 😛 salam dari laki2 yang ga kenal seks sblm nikah. Pengembaraanku berhenti stlh kawin. Xiixixixi,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
523,netral,"kan,hmmm 😛 tak sabar plus penat plus nk ada duit",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
524,netral,nanti nadip terpesona 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
525,netral,Woy gugup 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
526,netral,terlampau penat sampai tak tau nak pura pura okay 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
527,netral,Duka daya ne sai dai idan photoshop kikayi kika turo mishi 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
528,netral,mon maap kalo w diginiin risih 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
529,netral,"Lucu bgt sih kalo kecewa gini aku, haha 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
530,netral,Kok bisa gitu ya wkwkwk 😛 ato mungkin dia gugup?,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
531,netral,takut cicak. gw juga bakal takut kalo satu ruangan sama cicak 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
532,netral,Esokla pantek sksksksk mok tido aku penat HAHAHAHAAH 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
533,netral,belom berani ber iklan sih takut boncos 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
534,netral,"Prnh ketemu org tatoan di gereja gatau si gereja mana (yg jelas bukan gereja w) cowo cakep tatonya lumayan banyak di tgn, trs w lgsg yang kaya terpesona gtu bukan karena cakepnya asli tp karena dia tatoan dan g malu ke gereja huhu maw bgt... 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
535,netral,So true my crush already have a gf but bila jumpa dia yaallah perasaan suka tu masih ada 😛 penat dibuang,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
536,netral,Aku banget gugup dikit juga bawaannya pengen stay di toilet 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
537,netral,Terkejut dengan kemunculan figuran pada ending itaewon class 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
538,netral,Puas hati gila dengaq dato rizalman beletiaq kat depa2 tuh dengan loghat utara. Biaq padan muka depa. Baru ada akai. Sengap pa masing2 pasni 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
539,netral,"g harus, risih lah. tapi tergantung orgnya. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
540,netral,"Wqwq gak apa kokkkk, ngeri aja ketawan kalo mau nyepik lalaki 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
541,netral,"Lagi beresin lemari, nemu diary jaman2 awal masuk kuliah, ngakak dan geli2 jijik gimana gitu bacanya wqwq 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
542,netral,Maaf nak cakap.. Tapi kita patut lihat apa yang ditegur bukan siapa yang menegur.. Sorry kalau tersinggung 😕,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
543,netral,"Segalanya di ributin, sampe heran akutu. Emg dia ngerti ga alasan kenapa kita di panggil rumput? Kita fandomya warna ijo bgtu kan? 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
544,netral,gun ketawanya puas banget pas ada yang teriak 'phi rhun sarangheyo' 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
545,netral,Janji jiwa sek mgkn wkw ya kita gatau kan ada yang tersinggung ga kl ngasih2 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
546,netral,Klik link yutup nya gaes! Kali aja terpesona 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
547,netral,pengen gw anterin ki tapi ngeri kalo situ bersin 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
548,netral,Cwo yang diem juga tetep ngeri 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
549,netral,terkejut ak terheran heran 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
550,netral,"Mau nonton tell me what you saw, tapi rada takut gitu.. katanya mirip voice ? lah gue nnton voice cuma sampai 3 episode gara2 parno agak ngeri sendiri jadinya nnton drama ocn, soalnya dramanya udah kayak movie,terasa nyata 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
551,netral,"Misii numpang ngakak,,huahaaa,,puas lo sukurin 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
552,netral,Mutualan aja syukur aw 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
553,netral,"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
554,netral,Ampun mas ampooon... Gajadi dah saya yang ngeri malah... 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
555,netral,kalo aku bangga dan jadiin motivasi juga 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
556,netral,"Laah knp heran? Kan buatan Dimata sipit kadal..dah biasa itu. yang justru heran adl, kok masih setia aja bisnis ma mrk 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
557,netral,Persib ga kalah ngeri juga mang 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
558,netral,"Dan silent moment happened. Awkward gilaa sumpah. Tapi acah2 lah berlakon tak kenal each other cehhh. Tapi bab terkejut tu memang tak boleh nak cover. Fuhh tenang kan diri jap dengan pandang orang kiri kanan. Dia pun amik pemadam, cuci dekat cip tu. ""Cip ni kotor ni"" kata beliau 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
559,netral,ME TOO! paling benci digedor kalo lagi di kamar mandi hhhhhhhhhhhhhhhhh 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
560,netral,Mbae tersinggung wkwk 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
561,netral,biar kaya di wpwp gitu ya [aww malu bgtt] 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
562,netral,"Kau adalah jiwa paling berkemungkinan besar memberi saya rasa kecewa. 😛 Serta, kau adalah jiwa paling berkesempatan memberi saya rasa harap. 💔",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
563,netral,"... dikurangi jika keadaan si pemilik tubuh stabil. Ia mengatakan hal itu dengan penuh perhitungan, karena takut mengatakan hal yang salah juga karena ingin membantu keadaan si pasien yang tidak ingin dibawa 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
564,netral,Dia gugup 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
565,netral,Wah ngeri mas 😛. Malah samaoyo grantes keno kuwi 😕,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
566,netral,Serius ada yang langsung report gitu? Wah jadi takut GA lagi .-. 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
567,netral,"Betul. Setuju sama masnya. Saya juga kpopers dan saya ga ngerasa disenggol ko. Toh emang bener kalo bias saya dikatain sama pacar, pasti saya tersinggung. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
568,netral,"Heran, klo masuk kerja pasti dada nya sakit, kmaren stay di rumah gk knpa napa 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
569,netral,Aku jugak benci kacang di bubur ayam. 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
570,netral,Dreamies beneran kaya bocah tk yang kalo mau manggung dikasih mainan gambar gambaran biar ga gugup atau bosen di Backstage 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
571,netral,"emang sih, gw juga terpesona 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
572,netral,Penat lah aku tengok orang sweet ni. 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
573,netral,Org xpernah puas hati biasalah 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
574,netral,"Nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :(', 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
575,netral,"Udh tau dark jokes malah minta empati lagi, goblog, tau arti dark jokes ga si? Heran bgt heran nih gue mah aslii da da daa wkwkwk 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
576,netral,gue heran se bucin ini w sama akashi aksdkfhskdj udah re watch kurobas s1-3 7x mana nonton last game berkali kali lebih dari 10x dah 😕,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
577,netral,"seriously before this aku took corona for granted, but now it hurts. adu domba dimna"", ksulitan eknomi, sntimen"" ngtif ngalir trus, ihsg anjlok, death, phk, no-job, menengah pasrah, bawah sengsara, yang atas jg ga lbh bgus. kita semua kena dampaknya kok, dont take it personal.",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
578,netral,"Apa lgi yang bner"" mngerti kita dalam susah maupun senang 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
579,netral,Bener wkwk got kecewa endingnya zam 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
580,netral,huftttt aku gugup 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
581,netral,Beler selalu heran dah gue wkwkk 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
582,netral,"walaupun agak sedikit kecewa karena turun, tp gapapa. insyaallah aku ikhlas, karena emg susah ngehadepin bipolarku. belum terbiasa jadi ngerasa aneh sama diri sendiri. intinya tetap semangat. terus optimis dan berdoa semoga Allah dan Semesta mengijinkan. 😕",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
583,netral,Tgk lah gambar saya pasti mimpi ngeri 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
584,netral,"taktahu lah kenapa tapi tetiba teringat, nak prank aimie sebab dia cakap besar sangat kata tak takut hantu. At last, farisha yang menangis sebab terkejut sangat 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
585,netral,HAHAHAHAHAHA dahla aku penat 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
586,netral,"Short hair haha kemaren baru aja potong soalnya risih rambut di bawah bahu, tapi sebenernya pengen nyoba rambut panjang biar kaya idol2 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
587,netral,"aku tau kamu tidak akan pernah bisa membalas. aku tak apa, aku baik baik saja. ini sudah jalanku, mencintaimu sendirian selama 4 tahun merupakan perjalanan yang luar biasa. sedih senang pernah kita lalui sebagai sahabat terbaik saat itu. sehat sehat disana ya, 😔",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
588,netral,Ngeri kalo hujan air panas 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
589,netral,"Hahahaha, kau punye jgn tunjuk mat. Warna bulu dgn kulit lebih kurang sama dahh. Jijik. 😛 Hahaha. Mat, bulan 2 nie aku plan nak ke Kedah, nak makan kueh tiaw yang top tuh. Pape nanti aku call ehh.",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
590,netral,"Co, ngeri banget gak sih? Tanyain dong statusnya. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
591,netral,"KO UDAHAN SIH VELL 😕 terkejut gue baru buka twit trus liat ini ga ikhlas cerita mereka tamat. Bakal kangen apa yang mereka lakuin dri awal smpe skrg. Pdhl pengen liat mereka tinggal serumah lagi terus ngapain aja, nikah, berantem lagi, sampe punya anak",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
592,netral,gue takut kucing tapi pengen melihara kucing 😕 konflik internal,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
593,netral,"hahahahahahahahah jangan lah begitu, malu do aku 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
594,netral,"Hhhhh dia emang sosok yang patut dicontoh. Pengabdian dan manfaatnya tiada tara bagi manusia, tapi gue nggak sanggup 😛. Gue udah menimbang nimbang dengan seksama, gue nggak bisa jadi kayak dia. Maaf ya lo jangan kecewa",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
595,netral,"Mereka kan ga tau malu, kalo malu maluin itu kelakuannya sdh. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
596,netral,saya bangga baper krn saya merasa satu darah dakam keimanan.. apa loe 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
597,netral,"Baru nonton traillernya aja udah bergidik ngeri apalagi nanti pas nonton dibioskopnya wah bisa"" suaraku kembali dikeroyok orang lagi hehe:v",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
598,netral,sama jg gapernaa 😛 suka heran,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
599,netral,"Mungkin Allah ga murka, tapi semua bukanya sebab akibat ya. Seperti halnya iblis yang tidak patuh, akhirnya di buang ke netaka 😔",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
600,netral,Kekna jangan terkejut kalau adik buat ni dengan mak nanti 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
601,netral,"Happy Birthday Adek! Maaf kalau selama ini aku belum bisa jadi kakak yang baik buat June. Maaf juga karna selalu buat June marah hahaha 😛. Doa orang ganteng biasanya mah suka dijabah Allah ya. yaudah aku doain deh buat elu. ""SEMOGA SEMUA HAL BAIK SELALU MENGITARIMU JUNE. AMIN""",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
602,netral,"Heran sih, tweet orang pas umur 14th dianggap serius amat ama netijen 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
603,netral,main game hilangkan sedih? kalau asyik kalah? masih seronok ke? baik main futsal. penat pun penat. balik terus tidur agahahahahaha 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
604,netral,Kayanya dia terpesona 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
605,netral,"tiba2 keplay di apple music duluuu, dan penasaran trs nntn mv nya dannnnnnnn AK TERPESONA PANDANGAN PERTAMA HSHSHSH 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
606,netral,Cari kesibukan lah bgsd biar ga on twitter terus 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
607,netral,"terpesona hero dadakan. aku folllwoww dr tirta soal brand sepatu, yang lain2 menyesuaikan. 😛",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
608,netral,Pengen ngobrol santai aja di teras rumah kayak anak perempuan lagi ngobrol sama bapaknya. Terus gak mau bahas yang berat2 ah.. Cuma pengen denger Pak Aris cerita gimana suka duka rasanya jadi murid pak Plato. 😛,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
