nomor_baris,file_sumber,tweet,label_saat_ini,label_seharusnya,tingkat_keyakinan,alasan,status
4593,netral,1:19 weh jatuh beneran tuh  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4594,netral," <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> 



hallo kak aku kok gak abatukam",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4595,netral,ka minta audionya ka  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4596,netral,kesini gara² tugas kelompok sat  <Wajah Tanpa Ekspresi> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4597,netral,Bagus sekali... kak izin minta audionya boleh? Buat pensi <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4598,netral,"Bekerja dulu untuk cari uang di situ mulai ber angan2 suatu saat  menjadi pemilik ceo,  jangan berpikir jadi karyawan terus ,terimakasih  atas motivasi nya  <Tangan Merapat Berdoa> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4600,netral, <Hati Merah>  <Hati Merah>  <Hati Merah>  Asalamualaikum bp jusuf betul bangt jadi bosss,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4601,netral,"Setelah mendengar motivasi, saya menjual aset saya  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4602,netral,Sama kayak saya 3 universitas sya gak selesai ending jadi IRT sekaligus pekerja kontrak dan saat ini saya ingin kluar dari pekerjaan dan menjadi pedagang  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4603,netral,Kebetulan mantan suamiku ayah anakku JD kepala kemenag di Kalimantan..... <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4604,netral,Ya pk tpi gak setiap orang sukses <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4605,netral,Pak kalau mesjid 1000 kalau bisa buat untuk kristen satu gerejalah pak <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4606,netral,Biasa klo SDH sukses omong gampang om yusuff <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4607,netral,"Kalimantan hadir, jangan lupa mampir kesebalah  <Wajah Tersenyum Dengan Mata Tersenyum>  ya, moga semuanya sokses selalu,Amin",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4608,netral,Makasih motifasinya pak H. Hamka <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa>  bos tol,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4609,netral,yang tua begini aja masih belajar dari jakma yang masih muda  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> lucu ya,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4610,netral,Saya pedagang yang lagi terpuruk terlilit utang lebih dari 800jt tolong bang pertemukan sama H baba alun <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4611,netral,Kata2nya buat saya <Wajah Menyeringai Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4612,netral, <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ka kasih tau jadi orang sukses bagaimana y,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4613,netral,woyyyyyyyy <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Terperangah Terbuka>  <Wajah Menangis Gembira>  <Wajah Terperangah Terbuka>  <Wajah Menangis Gembira>  <Wajah Terperangah Terbuka>  <Wajah Menangis Gembira>  <Wajah Terperangah Terbuka>  <Wajah Menangis Gembira>  <Wajah Terperangah Terbuka>  <Wajah Menangis Gembira>  gw safira,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4614,netral, <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> sehatki pak smga BPK di beri pnjang umur slm dri Sulawesi tenggara  <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4615,netral,Dia adalah seorang CEO  <Wajah Takut> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4616,netral,Absen nama Sekolah  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4618,netral,abuy  <Hati Merah>  l3n1,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4619,netral,kadantan <Hati Merah> om bayem,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4620,netral,wahyu  <Hati Merah>  sudin mpruy,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4621,netral,Iya pria solo <Hati Merah>  <Hati Merah>  4:15,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4622,netral,diding  <Hati Merah>  ros,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4623,netral,yang kesini pasti ada tugas b indo  <Wajah Tidak Terhibur> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4624,netral,"tugas b indo, ADIKSIMBA <Wajah Menangis Gembira> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4625,netral,Komen dari mana aj nih yang dapet tugas <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4627,netral,Tugas b indo  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4628,netral,Kesini karena tugass <Wajah Tersenyum Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4629,netral,Iya lagi bre <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4630,netral,yang di belakang apa itu kak  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4631,netral,woyy iya  <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4632,netral,tugas tugas <Wajah Memeluk> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4633,netral,Mencoba bergabung siapa tau ada rijki <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4634,netral,Justin Bieber versi lite <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4635,netral,Tunggu rumput laut yang aku makan itu <Wajah Terperangah Terbuka>  <Wajah Terperangah Terbuka> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4637,netral,Gw pingin banget buka usaha tapi gak kesampaian <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4639,netral,Paman nya selalu bantu dia walaupun dia jatuh terluka kepalanya tapi pamannya masih menemangin di sisi dia <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4640,netral,Telat 3 thn baru nonton nih <Wajah Menangis Gembira>  yuk absen dulu 2025 September,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4642,netral,Saya juga pengen jadi pengusaha kaya tom cuman baru ada uang 47 ribu rupiah <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4643,netral,yang baru nonton. Taun. 2025  Agustus. Sekarang. Mana  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4644,netral,Gua september  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4645,netral,September ada gk <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4646,netral,di menit 11:57 siapa nama perempuan rambut panjang yang ada di belakang bapak-bapak pemilik mall? sumpah itu cewek bahenol banget  <Wajah Menikmati Makanan Lezat>  <Wajah Mengiler>  yang tau infoin dong namanya,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4647,netral,Terlmbat 3 tahub apakah masih ada penghuni di sini...  <Wajah Tanpa Ekspresi>  <Wajah Tanpa Ekspresi>  <Wajah Tanpa Ekspresi>  <Wajah Tanpa Ekspresi> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4648,netral,mirip el ghazali sekelinya <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4649,netral,4:35 pake gaya ras berdaster terkuat di muka bumi  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Tertawa Terpingkal-Pingkal>  <Tertawa Terpingkal-Pingkal> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4650,netral,2 tahun  <Wajah Menangis>  <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4651,netral,"Assalamu'alaikum, mas minta izin pake video ini boleh gak? Untuk konten musik saya.. terima kasih  <Tangan Merapat Berdoa> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4652,netral,Di menit 3:00 penuh makna. Bayar dengan like  <Wajah Menyeringai Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4653,netral,"Cari dulu kerajaan Allah, maka segala nya akan di berikan kepada mu  <Wajah Tersenyum Malaikat> 

Selamat Hari Minggu",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4654,netral,Masjid kuala simpang di rumah sakit kulasimpang solat jummaat <Wajah Tersenyum Dengan Mata Tersenyum>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4655,netral,Amin surah yassin ayat 43  <Wajah Menangis>  <Hati Merah>  <Wajah Tersenyum Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4656,netral,Alhmdulillah masih ada yang membimbingku ya alloh <Hati Merah>  shat sllu tadz,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4657,netral,Allahumma sholli ala sayyidina Muhammad wa ala Alihi sayyidina Muhammad  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4658,netral,Detik detik terakhir ustadz abdul maki 2046 <Wajah Menangis>  <Hati Patah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4659,netral,"Ayah meninggal <Wajah Menangis> 
Ibu meninggal <Wajah Menangis> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4661,netral,Sollaulloh ala Muhammad  <Hati Merah>  <Hati Merah>  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4662,netral,"ya alloh yarob ,,,semuga engkau berikan kami jalan keluarnya ,,, <Wajah Tersenyum Dengan Mata Tersenyum> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4663,netral,Assalamualaikum kak..ijin post ulang <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa>  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4664,netral,Pemalang  hdr jateng  <Hati Merah>  <Hati Merah>  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4665,netral,Alhamdulillah amin semoga Allah SWT tetaf melindungi kita semua pk ustadz Abdul Shomad  <Wajah Menangis>  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4666,netral,Allohhumma sholi ala sayyidina Muhammad wa ala Ali sayyidina Muhammad  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4667,netral,"Qobiltu, Aaamiiin  <Hati Merah>  <Hati Merah> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4668,netral,"Bismillahirrahmanirrahim
ya alloh swt.  berikan orang yang mengkhianati dll. Pd sy .maafkan dan berikan dia .utk di berikan hidayah dan kembali untuk di jln kebaikan hanya untuk alloh swt . Aamiin  dan alhamdulillah <Hati Merah> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4670,netral,Ya Allah semoga aku di persatu kan lagi dengan isteriku <Wajah Tersenyum Dengan Mata Tersenyum> amin batu doaneya kawan <Tangan Merapat Berdoa>  <Wajah Sangat Lelah>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4671,netral,Ya Allah apa yang aku lalui skrg hanya angkau la yang tahu  <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4672,netral,"aku juga pake 2 bahasa, indo jawa, malah maduranya kadang nimbrung  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4673,netral,"08:16 Wajar kalo popularitas  <Tangan Tanda Damai Berjaya> 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵  <Tangan Tanda Damai Berjaya>  meledak, hasilnya nyata.",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4674,netral,"Saran untuk channel ini, klo bisa 3 buku yang disampaikan cantumkan di bio, kali aja kan ada yang mau baca jg, soalnya klo d podcast suara kecepatan klo ngulang lg agak susah nyari d brp menit nya <Wajah Dengan Keringat Dingin> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4677,netral,"maaf bukan bermaksud menggurui  <Tangan Merapat Berdoa>  tapi alangkah baiknya di masa skrg, kita belajar bahasa asing terutama bahasa inggris. Padahal bahasa yang dipakai di video ini sangat simple dan mudah dipahami",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4678,netral,"Kadang rencana udah bagus matang, tapi saat jalanin ada aja hal yang salalu jdi urgent untuk kluarin duit <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> .",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4680,netral,"45:59 aku udah nonton ini dan sekarang nonton lagi, dan Alhamdulillah udah aku jalanin jual barang <Wajah Menangis Gembira> aku jualin baju-baju ga kepake, alhamdulilah nya laku",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4681,netral,"Umur 26th , gaji 1,8jt cicilan 1,7jt , pengeluaran sebulan 6jt . Kalo ditanya uangnya darimana aku juga bingung, akan aku jawab dari Allah yang maha kaya, doain semoga usaha sampingan aku makin sukses aamiinn <Wajah Tersenyum Dengan Mata Tersenyum> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4682,netral,Ini financial plan atau cerita kalau suami istri harus kerja  <Wajah Tersenyum Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4683,netral,Dana darurat nih kadang yang harus di sisihkan lebih utama soalnya darurat mulu <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4685,netral,Aku bisa ga ya  <Wajah Menangis>  bebas hutang  <Wajah Menangis>  sedangkan gaji abis bayarin utang  <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4686,netral,maap kak tolong kalo bisa lebih sedikitkan bahasa inggrisnya kak  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4687,netral,"Baru ini dengerin podcast 1 jam ga keskip samsek, isinya daging semua  <Wajah Menangis>  <Hati Merah> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4688,netral,31:40 merindinkk gelo <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4689,netral,Keluargaku tipe money focus bener  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4690,netral,Daging semua ini <Wajah Tersenyum Dengan Mata Tersenyum> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4691,netral,"Gaji 3 jutaan selama ini aku nabung di reksadana bunga cuma 5,5 persen pertahun nggak papa kan ya?  <Wajah Menangis> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4692,netral,"Semuanya isi daging  
Thankyou  <Tangan Merapat Berdoa> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4693,netral,umur udh 20an tapi masi nganggur tapi nntn ini <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4695,netral,Jual ginjal ya mba prita <Wajah Menangis>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4696,netral,"nitip dulu, masi 20th beso kalo uda 30 balik kesini lagi <Wajah Tersenyum Dengan Mata Hati> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4698,netral,Izin share kak <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4699,netral,Izin clip bang   <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4701,netral,"Ketika susah benar² tau yang sekedar bernama Teman, dan benar² yang namanya Teman  <Wajah Menangis> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4703,netral,Kata kata bijak selalu keluar dari orang orang yang sudah banyak mengalami badai kehidupan  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4704,netral,AYO DUKUNG CHANNEL INI AGAR LEBIH MAJU <Hati Merah>  <Hati Merah>  <Hati Merah> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4705,netral,"Seperti saya juga,  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4706,netral,Hallo bang saya mau ngasih saran buat abang kedepannya setelah post konten langsung pin komen yang abang buat untuk menghindari top komen judol  <Tangan Merapat Berdoa> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4708,netral,"Ini baru menteri tegas disiplin dan adil, sejarah telah mencatat  <Wajah Menangis Gembira> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4709,netral,Dia anak eks pejabat yang pernah dipanggil kpk masa iya g mmpu <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4710,netral,"Drama..
Opini biar dana pendidikan bisa dipake MBG <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4711,netral,Itu ibaratnya penerima bansos tapi songong <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4712,netral, <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> kalian bisa apa <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> dia sudah jadi WNA  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4713,netral, <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> yang bonceng motor bawa ember <Wajah Tersenyum Dengan Kacamata Hitam>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4714,netral,Inata dariya <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> from Nigeria  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4717,netral,"1:03
Ini bikin aku ngakak  <Wajah Menangis Gembira>  <Tertawa Terpingkal-Pingkal> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4719,netral,yang terakhir  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4723,netral,Allahım ne komik  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4729,netral,Saya juga pengen naik seluncuran min <Wajah Menangis Gembira>  3:50,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4730,netral,"12:55 croccodile: who dis
man: wtf  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4731,netral,"10:48  Man: let us come together 
camel: what about me  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4736,netral,Klu nonton 2 kx langsung mencret <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4738,netral,Sebelum mengenal plotwis <Wajah Menangis Kencang> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4740,netral,Acara yang gue gatau nama nya waktu kecil  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4741,netral,Apaa masih ada yang lain di 2026 <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4742,netral,bapa ny ojan skrg lg jadi kanit  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4743,netral,2026 nonton ini <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4744,netral,"Kami yang tahun 2026 cuma bisa bilang : ""wkwkwkwk <Tertawa Terpingkal-Pingkal>  <Tertawa Terpingkal-Pingkal> """,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4745,netral,Aku 2030 bang <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4746,netral,Ada patkai njirrr <Wajah Menangis Gembira> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4747,netral,2026 lagi sahur bingung cari tontonan <Wajah Menangis> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4748,netral,4 maret 2026 hadirr <Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>  <Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup> ,netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
4749,netral,"Tahun 2026 nih gaes,,,,bulan ramadhan siapa yang masih lihat <Wajah Tersenyum Dengan Mata Tersenyum>  <Tangan Merapat Berdoa> ",netral,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
